Site Id,School Name,Site Name,Protocol,Data Count,Latitude,Longitude,Elevation
366922,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13SDE873079,Land Covers,1.0,39.82099,-105.1484,1674.7
366920,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13SDE873080,Land Covers,1.0,39.82189,-105.1484,1670.5
366921,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13SDE874078,Land Covers,1.0,39.82009,-105.14723,1689.0
366458,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE536705,Land Covers,1.0,40.37223,-106.72445,2831.9
366450,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE537707,Land Covers,1.0,40.37405,-106.72332,2838.2
366452,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE615733,Land Covers,2.0,40.3988,-106.63204,2905.2
366455,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE616733,Land Covers,1.0,40.39881,-106.63087,2901.2
366451,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE626734,Land Covers,1.0,40.39988,-106.61911,2911.4
366456,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE730288,Land Covers,1.0,39.99985,-106.48779,2357.6
366453,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE788446,Land Covers,1.0,40.14301,-106.42282,2304.1
366454,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TCE830335,Land Covers,1.0,40.04362,-106.37152,2235.7
366600,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TDE520584,Land Covers,1.0,40.2747,-105.56459,2962.3
366602,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TDE526579,Land Covers,1.0,40.27023,-105.5575,2882.0
366599,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TDE526580,Land Covers,1.0,40.27113,-105.55751,2877.7
366601,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TDE546548,Land Covers,1.0,40.24241,-105.53376,2623.0
366604,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TDE574488,Land Covers,1.0,40.18851,-105.50044,2523.0
366603,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TDE694473,Land Covers,1.0,40.17552,-105.3594,1979.8
366642,College of Earth Ocean Atmospheric Sciences (CEOAS) GLOBE v-School,13TDE778297,Land Covers,2.0,40.01721,-105.26014,1613.7
365228,Crestwood High School,17TLG106879,Land Covers,2.0,42.32032,-83.29846,190.3
13092,Dome International Schools at Riyadh,Dome2025,Land Covers,2.0,24.81054,46.6051,603.8
367103,Dome International Schools at Riyadh,Huraymila Dam,Land Covers,1.0,25.09967,46.0814,670.0
13095,Dome International Schools at Riyadh,دوم 2024,Land Covers,1.0,24.81069,46.60506,605.0
368422,Dominican Republic GLOBE v-School,19QCA995396,Land Covers,1.0,18.44424,-69.95172,45.4
367477,Egypt Citizen Science,35RQQ473179,Land Covers,1.0,30.86856,29.58649,65.9
367774,Empangeni High School,eSikhawini H1,Land Covers,1.0,-28.86975,31.90438,13.5
368415,Escuela Nacional Para Sordos,19QCA995396,Land Covers,1.0,18.44424,-69.95172,45.4
368429,Escuela Nacional Para Sordos,Cuaba,Land Covers,1.0,18.44429,-69.9527,45.6
368071,Escuela No. 88 Alfredo B. Nobel,19QDA067429,Land Covers,1.0,18.47439,-69.8837,13.9
364655,Escuela Primaria Particular Incorporada N°1345 Nuestra Señora del Carmen,ARG 1345 Pujato-IBIRÁ PITÁ 1-Rosario,Land Covers,1.0,-32.93338,-60.64804,27.0
334711,Escuela Primaria Particular Incorporada N°1345 Nuestra Señora del Carmen,ARG 1345 Pujato-IBIRÁ PITÁ 2-Rosario,Land Covers,2.0,-32.93554,-60.64585,28.1
364655,Escuela Primaria Particular Incorporada N°1345 Nuestra Señora del Carmen,ARG 1345 Pujato-IBIRÁ PITÁ 2-Rosario,Land Covers,5.0,-32.93338,-60.64804,27.0
334661,Escuela Primaria Particular Incorporada N°1345 Nuestra Señora del Carmen,ARG 1345 Pujato-LAPACHO ROSADO 2023-Rosario,Land Covers,2.0,-32.93646,-60.6469,28.1
334661,Escuela Primaria Particular Incorporada N°1345 Nuestra Señora del Carmen,ARG 1345 Pujato-LAPACHO ROSADO 3-Rosario,Land Covers,3.0,-32.93646,-60.6469,28.1
366288,Escuela Primaria Particular Incorporada N°1345 Nuestra Señora del Carmen,ARG 1345 Pujato-MORERA ROJA-Rosario,Land Covers,3.0,-32.92853,-60.65673,23.3
334490,Escuela Primaria Particular Incorporada N°1345 Nuestra Señora del Carmen,ARG 1345 Pujato-NÍSPERO-Rosario,Land Covers,2.0,-32.93205,-60.65236,25.3
368257,Estonian Learning Expedition,Metsasarvetest,Land Covers,1.0,58.36417,26.79319,39.1
325137,Germany Citizen Science,32ULC378032,Land Covers,1.0,51.45671,6.66532,23.2
365818,Germany Citizen Science,33TXN342498,Land Covers,1.0,47.38786,16.77813,172.6
185232,Gifted Secondary School At Jeddah,ALWAJEHA,Land Covers,1.0,21.59024,39.10712,6.8
185322,Gifted Secondary School At Jeddah,m116,Land Covers,1.0,21.69197,39.10691,9.1
243670,GLOBE Implementation Office GLOBE v-School,19TCH420469,Land Covers,1.0,42.85836,-70.93399,25.3
332404,Grantham Park Primary School,36JUP924175,Land Covers,4.0,-28.76547,31.89779,91.6
366792,Greece GLOBE v-School,34TFK341668,Land Covers,1.0,40.34098,22.57885,31.3
368110,Guatemala Citizen Science,19QDA067429,Land Covers,1.0,18.47439,-69.8837,13.9
368179,Guatemala Citizen Science,19QDA067431,Land Covers,1.0,18.4762,-69.88371,11.8
366492,Hafsah bint sirin basic school,الخضراء,Land Covers,2.0,24.28348,55.80854,380.0
366493,Hafsah bint sirin basic school,خلف الجبل,Land Covers,3.0,24.23979,55.93285,380.0
367328,Institute for Earth Observations School,18SVK965275,Land Covers,1.0,39.99768,-75.041,4.9
367329,Institute for Earth Observations School,18TVK959280,Land Covers,1.0,40.00218,-75.04803,7.1
284550,Institute for Earth Observations School,18TVK964280,Land Covers,1.0,40.00218,-75.04218,3.9
367326,Institute for Earth Observations School,18TVK964285,Land Covers,1.0,40.00669,-75.04218,3.6
367327,Institute for Earth Observations School,18TVK967282,Land Covers,1.0,40.00398,-75.03866,2.5
367854,Institute for Global Environmental Strategies (IGES) GLOBE v-School,17SLV578446,Land Covers,1.0,35.63499,-82.57049,649.9
367853,Institute for Global Environmental Strategies (IGES) GLOBE v-School,17SLV578447,Land Covers,1.0,35.63589,-82.57051,636.8
246946,Institute for Global Environmental Strategies (IGES) GLOBE v-School,17SLV590442,Land Covers,1.0,35.63155,-82.55718,664.5
368425,Instituto Politécnico Ángeles Custodios,19QCA994396,Land Covers,1.0,18.44424,-69.95267,46.0
368519,Instituto Politécnico Ángeles Custodios,19QDA004433,Land Covers,1.0,18.47772,-69.94338,47.1
368447,Instituto politécnico Padre Bartolomé vehg ,19QCA994396,Land Covers,1.0,18.44424,-69.95267,46.0
368512,Instituto politécnico Padre Bartolomé vehg ,19QDA005432,Land Covers,1.0,18.47682,-69.94243,51.7
368465,Instituto Salesiano Don Bosco ,19QCA994396,Land Covers,1.0,18.44424,-69.95267,46.0
366857,Italy Citizen Science,32TPP454163,Land Covers,1.0,43.48549,10.79807,135.7
160487,Ivano-Frankivsk City Environmental Station,35ULQ310213,Land Covers,5.0,48.92155,24.69298,250.2
164164,Ivano-Frankivsk City Environmental Station,35ULQ339217,Land Covers,2.0,48.92593,24.73237,250.3
164154,Ivano-Frankivsk City Environmental Station,35ULQ340217,Land Covers,7.0,48.92595,24.73374,249.2
164161,Ivano-Frankivsk City Environmental Station,35ULQ343217,Land Covers,1.0,48.92603,24.73783,250.7
367575,Ivano-Frankivsk City Environmental Station,35ULR086028,Land Covers,1.0,49.64736,24.34851,319.4
367810,Jack Egnaty Senior High School,04VEP967423,Land Covers,1.0,61.70162,-157.17147,62.0
366510,Kokomo High School,16TDL631798,Land Covers,1.0,41.36887,-87.44122,220.0
367852,Kokomo High School,16TEK706826,Land Covers,1.0,40.4911,-86.16692,250.0
368342,Kokomo High School,16TEK724802,Land Covers,1.0,40.46933,-86.14595,240.8
365902,Kokomo High School,16TEK724832,Land Covers,1.0,40.49635,-86.14561,249.6
367093,Lithuania Citizen Science,35ULA878620,Land Covers,1.0,54.69281,25.2592,86.3
367944,Medicinska Skola Varazdin,33TXM086440,Land Covers,1.0,46.44083,16.41379,231.1
368407,Ministerio de Medio Ambiente,19QCA993396,Land Covers,1.0,18.44423,-69.95361,41.1
368464,Ministerio de Medio Ambiente,19QCA994396,Land Covers,1.0,18.44424,-69.95267,46.0
368450,Ministerio de Medio Ambiente,19QCA995396,Land Covers,2.0,18.44424,-69.95172,45.4
366926,Murie Science and Learning Center,06VVR057695,Land Covers,1.0,63.74043,-148.91046,459.7
333922,NASA Goddard Space Flight Center GLOBE v-School,18TXP923797,Land Covers,1.0,44.04525,-72.59967,441.6
361084,New Zealand Citizen Science,59GMK638228,Land Covers,2.0,-45.84741,170.53378,34.0
368423,Notre Dame School,19QCA994396,Land Covers,6.0,18.44424,-69.95267,46.0
368416,Notre Dame School,19QCA995396,Land Covers,6.0,18.44424,-69.95172,45.4
96995,Notre Dame School,19QDA005432,Land Covers,7.0,18.47682,-69.94243,55.1
144144,Old Town High School,Hardwood Neighborhood,Land Covers,1.0,44.9437,-68.6655,56.4
144143,Old Town High School,Softwood Neighborhood,Land Covers,1.0,44.9345,-68.6645,57.6
367825,OOU Krste Misirkov,34TFL257554,Land Covers,1.0,41.14018,22.49778,67.2
367917,OOU Liman Kaba,34TEM391602,Land Covers,2.0,42.09291,21.47281,619.2
367687,Osnovna šola Cankova,33TWL079576,Land Covers,1.0,45.67191,15.10143,403.0
367686,Osnovna šola Jurija Dalmatina Krško,33TWL079575,Land Covers,1.0,45.67101,15.10143,408.5
367685,Osnovna šola Leskovec pri Krškem,33TWL079575,Land Covers,1.0,45.67101,15.10143,408.5
366698,OU Kole Kaninski,34TEL289418,Land Covers,1.0,41.0269,21.34377,603.3
364227,Panevezys STEAM center,Meadow on the eastern side of Panevėžys STEAM center,Land Covers,3.0,55.72589,24.32949,51.8
368192,Paraguay GLOBE v-School,19QDA067431,Land Covers,1.0,18.4762,-69.88371,11.8
365402,Pima Community College Adult Ed,12RWA297115,Land Covers,4.0,31.73856,-110.68645,1461.5
366648,Pima Community College Adult Ed,12SVA937891,Land Covers,1.0,32.43901,-111.06702,819.5
366225,Pima Community College Adult Ed,12SVA983658,Land Covers,1.0,32.22883,-111.01804,734.9
365287,Pima Community College Adult Ed,12SVA983660,Land Covers,7.0,32.23063,-111.01804,735.1
365636,Pima Community College Adult Ed,12SVA984660,Land Covers,2.0,32.23063,-111.01698,734.2
366037,Pima Community College Adult Ed,12SWA029647,Land Covers,1.0,32.2189,-110.96922,730.4
365881,Pima Community College Adult Ed,12SWA030647,Land Covers,1.0,32.2189,-110.96816,731.4
343403,School 26,School 26 Poltava,Land Covers,1.0,49.56597,34.50866,157.7
127889,Science Club Huechulafquen (After School),19HCR229749,Land Covers,11.0,-39.95751,-71.07339,774.0
237637,Science Club Huechulafquen (After School),19HCR231753,Land Covers,1.0,-39.95395,-71.07094,778.9
368517,Science Club Huechulafquen (After School),19QDA005432,Land Covers,1.0,18.47682,-69.94243,51.7
368185,Science Club Huechulafquen (After School),19QDA067431,Land Covers,3.0,18.4762,-69.88371,11.8
351824,Selyshche Lyceum,36UUV537293,Land Covers,8.0,48.99925,30.99977,141.7
366275,South Africa Citizen Science,36JUP075351,Land Covers,1.0,-28.59681,31.03142,989.2
365930,Spinnaker Bay School,11SMT309763,Land Covers,1.0,34.12528,-117.74935,472.2
368066,STEAM Program Guatemala/USAC-GALILEO-UGTO,19QDA067429,Land Covers,2.0,18.47439,-69.8837,13.9
368170,STEAM Program Guatemala/USAC-GALILEO-UGTO,19QDA067431,Land Covers,3.0,18.4762,-69.88371,11.8
368223,STEAM Program Guatemala/USAC-GALILEO-UGTO,19QDA109435,Land Covers,1.0,18.48,-69.84395,37.2
368221,STEAM Program Guatemala/USAC-GALILEO-UGTO,19QDA109436,Land Covers,1.0,18.4809,-69.84395,33.4
368180,Suriname GHFS,19QDA067431,Land Covers,1.0,18.4762,-69.88371,11.8
366411,Switzerland Citizen Science,32TKS797200,Land Covers,1.0,46.19791,6.14469,379.8
366498,Switzerland Citizen Science,32TKS798201,Land Covers,1.0,46.19884,6.14594,380.4
367094,Switzerland Citizen Science,32TKS867656,Land Covers,1.0,46.61004,6.21451,1157.7
175644,Tennessee State University (USTNMVZZ),Old Courtyard Lawn NW,Land Covers,1.0,36.1649,-86.83069,153.2
366927,test liz org,11SLT942789,Land Covers,1.0,34.14565,-118.1476,256.0
292134,test liz org,11SMT015802,Land Covers,1.0,34.15808,-118.06858,248.9
366751,test liz org,11SMT023801,Land Covers,1.0,34.15726,-118.05989,240.2
366360,test liz org,11SMT029802,Land Covers,1.0,34.15822,-118.05339,234.2
307325,test-mobile school,11SMT309762,Land Covers,1.0,34.12437,-117.74934,473.7
366968,test_mobile school 1,18TWL790090,Land Covers,1.0,40.72814,-74.0645,24.6
340972,test_new_school,Test14,Land Covers,1.0,34.15689,-118.07256,243.3
326769,Um thar alghfari basic school,40RCM815814,Land Covers,3.0,24.24096,55.83281,314.5
368420,UNIBE,19QCA995396,Land Covers,1.0,18.44424,-69.95172,45.4
366763,United States of America Citizen Science,04QFJ395560,Land Covers,1.0,21.3005,-157.65512,3.3
366245,United States of America Citizen Science,05QKB830785,Land Covers,1.0,19.69001,-155.07009,49.2
366154,United States of America Citizen Science,05QKB831824,Land Covers,1.0,19.72525,-155.06959,1.4
366153,United States of America Citizen Science,05QKB832826,Land Covers,1.0,19.72706,-155.06866,0.7
366530,United States of America Citizen Science,06WVS587934,Land Covers,1.0,64.86237,-147.87135,148.9
367812,United States of America Citizen Science,06WVS587935,Land Covers,1.0,64.86326,-147.87137,148.9
366531,United States of America Citizen Science,06WVS589935,Land Covers,1.0,64.86329,-147.86716,152.3
306024,United States of America Citizen Science,06WVS590936,Land Covers,2.0,64.8642,-147.86507,149.3
291534,United States of America Citizen Science,06WVS609940,Land Covers,1.0,64.86801,-147.8251,149.4
367814,United States of America Citizen Science,06WVS626932,Land Covers,1.0,64.86103,-147.78902,133.5
367815,United States of America Citizen Science,06WVS630935,Land Covers,1.0,64.86377,-147.78066,133.1
366548,United States of America Citizen Science,10SEF890929,Land Covers,1.0,36.97801,-122.00003,16.3
366615,United States of America Citizen Science,10SEF916933,Land Covers,1.0,36.98136,-121.97078,31.3
366146,United States of America Citizen Science,10SEG490774,Land Covers,1.0,37.74258,-122.44384,136.7
365976,United States of America Citizen Science,10SEG499772,Land Covers,1.0,37.74073,-122.43364,134.5
365814,United States of America Citizen Science,10SEG834046,Land Covers,1.0,37.08398,-122.06165,161.5
365736,United States of America Citizen Science,10SEG855341,Land Covers,1.0,37.34967,-122.03464,53.1
366513,United States of America Citizen Science,10SEH855351,Land Covers,1.0,38.25987,-122.02272,11.0
366480,United States of America Citizen Science,10SEH857352,Land Covers,1.0,38.26075,-122.02042,12.7
366595,United States of America Citizen Science,10SFH014039,Land Covers,1.0,37.97707,-121.84545,111.0
366524,United States of America Citizen Science,10SGJ516462,Land Covers,1.0,39.22865,-120.08526,1938.9
366566,United States of America Citizen Science,10TDL065259,Land Covers,1.0,40.87884,-124.10971,5.8
366570,United States of America Citizen Science,10TDL067259,Land Covers,1.0,40.87886,-124.10734,6.9
366579,United States of America Citizen Science,10TDP964772,Land Covers,1.0,44.04795,-123.04494,132.7
82896,United States of America Citizen Science,10TDQ724375,Land Covers,1.0,44.59032,-123.34772,149.6
45411,United States of America Citizen Science,10TDQ773346,Land Covers,2.0,44.56438,-123.28586,75.0
365914,United States of America Citizen Science,10TDQ783369,Land Covers,1.0,44.58512,-123.27336,72.2
358505,United States of America Citizen Science,10TDQ793308,Land Covers,1.0,44.53023,-123.26052,73.6
366026,United States of America Citizen Science,10TDQ809353,Land Covers,1.0,44.57079,-123.24055,65.4
366215,United States of America Citizen Science,10TEL574747,Land Covers,3.0,41.32173,-122.31415,1108.7
367133,United States of America Citizen Science,10TEM100970,Land Covers,1.0,42.42525,-122.87844,387.3
366848,United States of America Citizen Science,10TEM272692,Land Covers,1.0,42.17447,-122.67067,658.7
365938,United States of America Citizen Science,10TEN120028,Land Covers,1.0,42.47746,-122.85401,395.7
366004,United States of America Citizen Science,10TER186481,Land Covers,1.0,45.58619,-122.76156,5.6
366571,United States of America Citizen Science,10TER219423,Land Covers,1.0,45.53389,-122.71952,109.5
366589,United States of America Citizen Science,10TER321364,Land Covers,1.0,45.48039,-122.58927,73.5
368005,United States of America Citizen Science,10TET408324,Land Covers,1.0,47.24382,-122.46088,112.9
335138,United States of America Citizen Science,10TET514755,Land Covers,1.0,47.63086,-122.31582,135.4
366585,United States of America Citizen Science,10TFN119185,Land Covers,1.0,42.61082,-121.63572,1393.8
366583,United States of America Citizen Science,10TFP341777,Land Covers,1.0,44.0402,-121.32627,1105.7
366543,United States of America Citizen Science,10TFP363770,Land Covers,1.0,44.0335,-121.299,1148.7
108073,United States of America Citizen Science,10UEU381993,Land Covers,1.0,48.74555,-122.48173,21.7
36034,United States of America Citizen Science,11SMT015802,Land Covers,3.0,34.15808,-118.06858,250.5
366357,United States of America Citizen Science,11SMT025802,Land Covers,1.0,34.15818,-118.05773,242.4
366017,United States of America Citizen Science,11TLM230288,Land Covers,1.0,46.28968,-119.29792,122.0
366221,United States of America Citizen Science,11TMJ981697,Land Covers,1.0,43.98043,-117.02369,685.5
366592,United States of America Citizen Science,11TNG707516,Land Covers,1.0,42.01325,-116.14614,1629.6
367962,United States of America Citizen Science,11TNJ001697,Land Covers,1.0,43.98044,-116.99875,666.2
367963,United States of America Citizen Science,11TNJ014698,Land Covers,1.0,43.98134,-116.98254,663.0
366590,United States of America Citizen Science,11TNJ259310,Land Covers,1.0,43.63154,-116.67893,735.3
366546,United States of America Citizen Science,11TNJ621307,Land Covers,1.0,43.6267,-116.23025,811.1
366565,United States of America Citizen Science,11TNJ658277,Land Covers,1.0,43.59937,-116.18475,824.9
366429,United States of America Citizen Science,11TNN164797,Land Covers,1.0,47.67048,-116.78154,655.1
366481,United States of America Citizen Science,11UPP999415,Land Covers,1.0,48.19524,-114.30994,901.3
366425,United States of America Citizen Science,11UQP003420,Land Covers,1.0,48.19961,-114.30433,895.6
365866,United States of America Citizen Science,12TWP210146,Land Covers,1.0,43.48403,-110.74031,1906.4
366484,United States of America Citizen Science,13SDV139489,Land Covers,1.0,35.68024,-105.95147,2117.7
365987,United States of America Citizen Science,13SEC148947,Land Covers,1.0,38.80093,-104.82956,1850.9
366649,United States of America Citizen Science,13SEC150947,Land Covers,2.0,38.80093,-104.82726,1848.6
366734,United States of America Citizen Science,13SEC162929,Land Covers,1.0,38.78469,-104.81348,1827.5
366310,United States of America Citizen Science,13SED025990,Land Covers,1.0,39.74089,-104.97082,1615.3
293727,United States of America Citizen Science,13SED029981,Land Covers,1.0,39.73278,-104.96616,1634.7
366549,United States of America Citizen Science,14SPD795470,Land Covers,1.0,34.74936,-97.03901,305.4
366561,United States of America Citizen Science,14SPD867540,Land Covers,1.0,34.81115,-96.95884,344.1
365064,United States of America Citizen Science,14SQB080621,Land Covers,2.0,33.07762,-96.77167,228.4
366476,United States of America Citizen Science,15SUD557484,Land Covers,1.0,39.27295,-94.67284,320.9
368236,United States of America Citizen Science,15SYC209647,Land Covers,1.0,38.50329,-90.46675,165.9
366193,United States of America Citizen Science,15TVG444075,Land Covers,1.0,41.61728,-93.66737,290.6
366580,United States of America Citizen Science,15TVJ713199,Land Covers,1.0,43.53149,-93.35519,372.7
289339,United States of America Citizen Science,15TVK718999,Land Covers,2.0,45.15201,-93.35875,267.4
289316,United States of America Citizen Science,15TVK721996,Land Covers,1.0,45.14933,-93.35492,265.2
289303,United States of America Citizen Science,15TVK721998,Land Covers,8.0,45.15113,-93.35493,264.3
337458,United States of America Citizen Science,15TVK728997,Land Covers,1.0,45.15025,-93.34602,263.8
365515,United States of America Citizen Science,15TVL718021,Land Covers,1.0,45.17182,-93.35887,262.5
365514,United States of America Citizen Science,15TVL718022,Land Covers,1.0,45.17272,-93.35888,261.1
367042,United States of America Citizen Science,16REU746605,Land Covers,1.0,30.37414,-86.22361,4.5
367543,United States of America Citizen Science,16RFV214693,Land Covers,1.0,31.35185,-85.72368,94.5
366206,United States of America Citizen Science,16RFV215695,Land Covers,1.0,31.35364,-85.72261,90.2
365513,United States of America Citizen Science,16RFV217694,Land Covers,3.0,31.35272,-85.72052,103.1
366468,United States of America Citizen Science,16RFV217695,Land Covers,1.0,31.35362,-85.72051,99.7
366643,United States of America Citizen Science,16RFV222672,Land Covers,1.0,31.33282,-85.71553,96.4
365622,United States of America Citizen Science,16RFV222673,Land Covers,2.0,31.33372,-85.71552,94.8
366894,United States of America Citizen Science,16RFV227685,Land Covers,1.0,31.34449,-85.71012,113.4
366300,United States of America Citizen Science,16RFV227686,Land Covers,1.0,31.3454,-85.7101,115.1
367414,United States of America Citizen Science,16RFV229677,Land Covers,1.0,31.33726,-85.70811,106.1
367990,United States of America Citizen Science,16RFV230675,Land Covers,1.0,31.33544,-85.70709,106.0
366711,United States of America Citizen Science,16RFV231675,Land Covers,1.0,31.33543,-85.70604,106.0
366505,United States of America Citizen Science,16RFV232678,Land Covers,1.0,31.33813,-85.70495,98.2
367324,United States of America Citizen Science,16RFV236678,Land Covers,1.0,31.33808,-85.70074,90.3
366800,United States of America Citizen Science,16RFV237678,Land Covers,1.0,31.33807,-85.69969,87.9
367895,United States of America Citizen Science,16RFV237679,Land Covers,1.0,31.33898,-85.69968,80.2
366097,United States of America Citizen Science,16RFV241678,Land Covers,1.0,31.33803,-85.69549,93.8
52378,United States of America Citizen Science,16SEJ191374,Land Covers,57.0,39.18563,-86.77885,235.5
366117,United States of America Citizen Science,16SFH227340,Land Covers,1.0,38.24565,-85.59781,178.5
368058,United States of America Citizen Science,16SFH612330,Land Covers,1.0,38.23056,-85.15825,252.6
368063,United States of America Citizen Science,16SFH613333,Land Covers,1.0,38.23324,-85.15704,255.6
366568,United States of America Citizen Science,17SKE509097,Land Covers,1.0,39.80081,-83.90957,313.7
368202,United States of America Citizen Science,17SLA178026,Land Covers,1.0,36.15103,-83.02532,366.4
367243,United States of America Citizen Science,17TKG827219,Land Covers,1.0,41.71922,-83.61228,190.2
366980,United States of America Citizen Science,17TLG180829,Land Covers,1.0,42.27708,-83.20715,181.2
327254,United States of America Citizen Science,17TLG183826,Land Covers,6.0,42.27445,-83.20342,181.2
366981,United States of America Citizen Science,17TLG186826,Land Covers,1.0,42.27452,-83.19978,180.7
368096,United States of America Citizen Science,18SUF871636,Land Covers,1.0,36.71138,-76.26409,8.0
366802,United States of America Citizen Science,18SUF877644,Land Covers,1.0,36.71866,-76.25749,2.4
366806,United States of America Citizen Science,18SUF880645,Land Covers,1.0,36.7196,-76.25415,1.7
368097,United States of America Citizen Science,18SUF881645,Land Covers,1.0,36.71961,-76.25303,2.8
366115,United States of America Citizen Science,18SUF885651,Land Covers,1.0,36.72506,-76.24864,8.6
366110,United States of America Citizen Science,18SUF895648,Land Covers,1.0,36.72248,-76.2374,2.0
367421,United States of America Citizen Science,18SUF904679,Land Covers,1.0,36.75052,-76.22777,5.7
367870,United States of America Citizen Science,18SUF996765,Land Covers,1.0,36.82905,-76.12586,2.5
365789,United States of America Citizen Science,18SUJ127157,Land Covers,3.0,38.97027,-77.16201,16.0
357410,United States of America Citizen Science,18SUJ272064,Land Covers,1.0,38.88949,-76.99239,25.0
366838,United States of America Citizen Science,18SUJ532201,Land Covers,1.0,39.01762,-76.69568,28.0
366346,United States of America Citizen Science,18SUJ532237,Land Covers,1.0,39.05005,-76.69646,49.0
366136,United States of America Citizen Science,18TTN854774,Land Covers,1.0,43.11893,-77.63789,157.9
366217,United States of America Citizen Science,18TTN854775,Land Covers,1.0,43.11983,-77.63793,157.9
365977,United States of America Citizen Science,18TTN861771,Land Covers,1.0,43.11643,-77.62918,161.5
366125,United States of America Citizen Science,18TTN862771,Land Covers,1.0,43.11646,-77.62795,163.1
364877,United States of America Citizen Science,18TVL448189,Land Covers,1.0,40.81926,-75.65456,269.7
366528,United States of America Citizen Science,18TWK375761,Land Covers,1.0,40.4347,-74.55787,48.6
188312,United States of America Citizen Science,18TXL129003,Land Covers,1.0,40.64584,-73.66472,3.7
368074,United States of America Citizen Science,19QDA067429,Land Covers,1.0,18.47439,-69.8837,13.9
368176,United States of America Citizen Science,19QDA067431,Land Covers,1.0,18.4762,-69.88371,11.8
368177,United States of America Citizen Science,19QDA067432,Land Covers,1.0,18.47711,-69.88371,10.2
326154,United States of America Citizen Science,19TCG371503,Land Covers,2.0,41.98787,-70.96656,12.6
230546,United States of America Citizen Science,19TCG372500,Land Covers,1.0,41.98519,-70.96527,14.6
368328,United States of America Citizen Science,19TCG372505,Land Covers,1.0,41.98969,-70.96541,12.0
216643,United States of America Citizen Science,19TCG374503,Land Covers,1.0,41.98793,-70.96294,19.0
368498,United States of America Citizen Science,19TCG837115,Land Covers,1.0,41.64676,-70.39658,16.2
367524,United States of America GLOBE v-School,13SCU409375,Land Covers,1.0,34.66712,-106.73643,1467.8
327941,United States of America GLOBE v-School,17TLG183826,Land Covers,1.0,42.27445,-83.20342,181.2
366214,United States of America GLOBE v-School,18SUJ374193,Land Covers,1.0,39.00762,-76.87791,47.6
368184,Universidad Nacional Agraría La Molina Lima,18LTM875620,Land Covers,1.0,-12.09665,-76.95242,244.4
353073,Universidad Nacional del Comahue,19HES817893,Land Covers,1.0,-38.94143,-68.05728,312.9
353185,Universidad Nacional del Comahue,19HES817894,Land Covers,1.0,-38.94053,-68.05729,317.2
353799,Universidad Nacional del Comahue,19HES818892,Land Covers,2.0,-38.94233,-68.05611,307.4
353798,Universidad Nacional del Comahue,19HES818893,Land Covers,3.0,-38.94143,-68.05612,312.7
353797,Universidad Nacional del Comahue,19HES818894,Land Covers,1.0,-38.94052,-68.05614,317.3
367739,University Of Alaska Fairbanks - IARC,06VVR116253,Land Covers,1.0,63.34548,-148.76629,881.9
158420,University Of Alaska Fairbanks - IARC,06WVS609941,Land Covers,1.0,64.86891,-147.82513,143.4
367738,University Of Alaska Fairbanks - IARC,06WVT389457,Land Covers,1.0,65.32848,-148.31189,158.7
366344,University Of Alaska Fairbanks - IARC,06WVT504044,Land Covers,1.0,64.95992,-148.05028,415.3
368075,Uruguay GLOBE v-School,19QDA067429,Land Covers,1.0,18.47439,-69.8837,13.9
368613,Uruguay GLOBE v-School,19QDA796383,Land Covers,1.0,18.43478,-69.19318,6.1
365506,Washington Junior High School (USOHXFQW),17TKG826220,Land Covers,1.0,41.72009,-83.61352,191.3
367244,Washington Junior High School (USOHXFQW),17TKG827219,Land Covers,1.0,41.71922,-83.61228,190.2
367237,Washington Junior High School (USOHXFQW),17TKG827220,Land Covers,1.0,41.72012,-83.61232,189.9
5443,XV. gimnazija,NOVA MIOC:ATM-03,Land Covers,1.0,45.8207,16.00699,122.9
368143,Васильківська міська станція юних натуралістів ,36UUA090656,Land Covers,1.0,50.21171,30.32295,194.5
368207,Васильківська міська станція юних натуралістів ,36UUA090659,Land Covers,1.0,50.21441,30.3228,194.0
